oln_id_a	oln_id_b	edge_type
YGL105W	YBR296C	ppi
YGL105W	YDR270W	ppi
YGL105W	YDR270W	ppi
YGL105W	YDR270W	ppi
YGL106W	YBR109C	ppi
YGL106W	YBR109C	ppi
YGL106W	YBR109C	ppi
YGL106W	YBR109C	ppi
YGL111W	YDR087C	ppi
YGL111W	YDR087C	ppi
YGL111W	YDR312W	ppi
YGL111W	YDR312W	ppi
YGL111W	YDR496C	ppi
YGL111W	YDR496C	ppi
YGL111W	YDR496C	ppi
YGL111W	YER126C	ppi
YGL111W	YER126C	ppi
YGL111W	YER126C	ppi
YGL111W	YFL002C	ppi
YGL111W	YFL002C	ppi
YGL112C	YBR010W	ppi
YGL112C	YBR010W	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR081C	ppi
YGL112C	YBR111W-A	ppi
YGL112C	YBR111W-A	ppi
YGL112C	YBR111W-A	ppi
YGL112C	YBR111W-A	ppi
YGL112C	YBR111W-A	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YBR198C	ppi
YGL112C	YCL010C	ppi
YGL112C	YCL010C	ppi
YGL112C	YCL010C	ppi
YGL112C	YCL010C	ppi
YGL112C	YCR042C	ppi
YGL112C	YCR042C	ppi
YGL112C	YCR042C	ppi
YGL112C	YCR042C	ppi
YGL112C	YCR042C	ppi
YGL112C	YCR042C	ppi
YGL112C	YDR044W	ppi
YGL112C	YDR044W	ppi
YGL112C	YDR044W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR145W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL106W	YBR109C	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR167W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR176W	ppi
YGL112C	YDR216W	ppi
YGL112C	YDR216W	ppi
YGL112C	YDR216W	ppi
YGL112C	YDR216W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR392W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YDR448W	ppi
YGL112C	YEL009C	ppi
YGL112C	YBR198C	ppi
YGL112C	YEL009C	ppi
YGL112C	YEL009C	ppi
YGL112C	YEL009C	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YDR145W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YER148W	ppi
YGL112C	YGL066W	ppi
YGL112C	YGL066W	ppi
YGL112C	YGL066W	ppi
YGL112C	YGL066W	ppi
YGL113W	YBL023C	ppi
YGL113W	YBL023C	ppi
YGL113W	YBL023C	ppi
YGL113W	YBL023C	ppi
YGL113W	YBR202W	ppi
YGL113W	YBR202W	ppi
YGL113W	YBR202W	ppi
YGL113W	YBR202W	ppi
YGL113W	YDR013W	ppi
YGL113W	YDR013W	ppi
YGL113W	YDR013W	ppi
YGL113W	YEL032W	ppi
YGL113W	YEL032W	ppi
YGL113W	YEL032W	ppi
YGL113W	YEL032W	ppi
YGL115W	YCL046W	ppi
YGL115W	YCL046W	ppi
YGL115W	YCL046W	ppi
YGL115W	YDR028C	ppi
YGL115W	YDR028C	ppi
YGL115W	YDR028C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR422C	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL112C	YDR167W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YDR477W	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER027C	ppi
YGL115W	YER129W	ppi
YGL115W	YER129W	ppi
YGL115W	YER129W	ppi
YGL115W	YER129W	ppi
YGL115W	YER177W	ppi
YGL115W	YER177W	ppi
YGL115W	YER177W	ppi
YGL116W	YBL084C	ppi
YGL116W	YBL084C	ppi
YGL116W	YBR160W	ppi
YGL116W	YBR160W	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR113C	ppi
YGL116W	YDR212W	ppi
YGL116W	YDR212W	ppi
YGL116W	YDR212W	ppi
YGL116W	YGL003C	ppi
YGL116W	YGL003C	ppi
YGL116W	YGL086W	ppi
YGL116W	YGL086W	ppi
YGL120C	YAL032C	ppi
YGL120C	YAL032C	ppi
YGL120C	YAL032C	ppi
YGL120C	YDL014W	ppi
YGL120C	YDL014W	ppi
YGL120C	YDL014W	ppi
YGL120C	YDL014W	ppi
YGL120C	YDL014W	ppi
YGL120C	YDL208W	ppi
YGL120C	YDL208W	ppi
YGL120C	YDL209C	ppi
YGL120C	YDL209C	ppi
YGL120C	YDL209C	ppi
YGL120C	YDR060W	ppi
YGL120C	YDR060W	ppi
YGL115W	YDR477W	ppi
YGL120C	YER172C	ppi
YGL120C	YER172C	ppi
YGL120C	YER172C	ppi
YGL120C	YER172C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR017C	ppi
YGL122C	YBR034C	ppi
YGL122C	YBR034C	ppi
YGL122C	YDL084W	ppi
YGL122C	YDR192C	ppi
YGL122C	YDR192C	ppi
YGL122C	YDR381W	ppi
YGL122C	YDR381W	ppi
YGL122C	YDR381W	ppi
YGL122C	YDR381W	ppi
YGL122C	YDR381W	ppi
YGL122C	YDR381W	ppi
YGL122C	YDR381W	ppi
YGL122C	YER165W	ppi
YGL122C	YER165W	ppi
YGL122C	YER165W	ppi
YGL122C	YER165W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR131W	ppi
YGL124C	YBR160W	ppi
YGL124C	YBR160W	ppi
YGL124C	YDL077C	ppi
YGL124C	YDL077C	ppi
YGL127C	YBR193C	ppi
YGL127C	YBR193C	ppi
YGL127C	YBR193C	ppi
YGL127C	YBR193C	ppi
YGL127C	YBR193C	ppi
YGL127C	YDL005C	ppi
YGL127C	YDL005C	ppi
YGL127C	YDR308C	ppi
YGL127C	YDR308C	ppi
YGL127C	YDR308C	ppi
YGL127C	YDR308C	ppi
YGL127C	YER022W	ppi
YGL127C	YER022W	ppi
YGL127C	YER022W	ppi
YGL127C	YER022W	ppi
YGL128C	YER172C	ppi
YGL128C	YER172C	ppi
YGL128C	YER172C	ppi
YGL128C	YGL120C	ppi
YGL128C	YGL120C	ppi
YGL128C	YGL120C	ppi
YGL128C	YGL120C	ppi
YGL128C	YGL120C	ppi
YGL128C	YGL120C	ppi
YGL128C	YGL120C	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL115W	YDR477W	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL130W	YDL140C	ppi
YGL131C	YBR082C	ppi
YGL131C	YBR082C	ppi
YGL133W	YBR009C	ppi
YGL133W	YBR009C	ppi
YGL133W	YDR121W	ppi
YGL133W	YDR121W	ppi
YGL133W	YDR121W	ppi
YGL133W	YDR121W	ppi
YGL137W	YBR080C	ppi
YGL137W	YBR080C	ppi
YGL137W	YBR080C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL145C	ppi
YGL137W	YDL192W	ppi
YGL137W	YDL192W	ppi
YGL137W	YDR100W	ppi
YGL137W	YDR100W	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR238C	ppi
YGL137W	YDR510W	ppi
YGL137W	YDR510W	ppi
YGL137W	YDR510W	ppi
YGL137W	YER023W	ppi
YGL137W	YER023W	ppi
YGL137W	YER023W	ppi
YGL137W	YER023W	ppi
YGL137W	YER090W	ppi
YGL137W	YER090W	ppi
YGL137W	YER122C	ppi
YGL137W	YER122C	ppi
YGL137W	YER122C	ppi
YGL137W	YFR051C	ppi
YGL137W	YFR051C	ppi
YGL137W	YFR051C	ppi
YGL137W	YFR051C	ppi
YGL137W	YFR051C	ppi
YGL137W	YFR051C	ppi
YGR048W	YDL126C	ppi
YGL144C	YDR388W	ppi
YGL144C	YDR388W	ppi
YGL144C	YER125W	ppi
YGL144C	YER125W	ppi
YGL144C	YFR024C-A	ppi
YGL144C	YFR024C-A	ppi
YGL144C	YFR024C-A	ppi
YGL144C	YFR024C-A	ppi
YGL144C	YFR024C-A	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YDR498C	ppi
YGL145W	YGL098W	ppi
YGL145W	YGL098W	ppi
YGL145W	YGL098W	ppi
YGL145W	YGL098W	ppi
YGL145W	YGL098W	ppi
YGL149W	YDR328C	ppi
YGL149W	YDR328C	ppi
YGL150C	YAR007C	ppi
YGL150C	YAR007C	ppi
YGL150C	YBL003C	ppi
YGL150C	YBL003C	ppi
YGL150C	YBR009C	ppi
YGL150C	YBR009C	ppi
YGL150C	YBR010W	ppi
YGL150C	YBR010W	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDL002C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR190C	ppi
YGL150C	YDR224C	ppi
YGL150C	YDR224C	ppi
YGL150C	YDR224C	ppi
YGL150C	YDR225W	ppi
YGL150C	YDR225W	ppi
YGL150C	YEL037C	ppi
YGL150C	YFL013C	ppi
YGL150C	YFL013C	ppi
YGL150C	YFL013C	ppi
YGL150C	YFL013C	ppi
YGL150C	YFL013C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL150C	YFL039C	ppi
YGL151W	YBR193C	ppi
YGL151W	YBR193C	ppi
YGL151W	YBR193C	ppi
YGL151W	YBR193C	ppi
YGL151W	YER022W	ppi
YGL151W	YER022W	ppi
YGL151W	YER022W	ppi
YGL151W	YER022W	ppi
YGL151W	YER022W	ppi
YGL151W	YER022W	ppi
YGL151W	YGL025C	ppi
YGL151W	YGL025C	ppi
YGL153W	YDL065C	ppi
YGL153W	YDL065C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR142C	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR244W	ppi
YGL153W	YDR265W	ppi
YGL153W	YDR265W	ppi
YGL153W	YDR265W	ppi
YGL153W	YDR265W	ppi
YGL153W	YDR265W	ppi
YGL153W	YDR424C	ppi
YGL153W	YDR424C	ppi
YGL153W	YDR424C	ppi
YGL154C	YBR115C	ppi
YGL154C	YBR115C	ppi
YGL154C	YBR115C	ppi
YGL157W	YCR014C	ppi
YGL157W	YCR014C	ppi
YGL157W	YCR014C	ppi
YGL158W	YDR423C	ppi
YGL158W	YDR423C	ppi
YGL161C	YDR084C	ppi
YGL161C	YDR084C	ppi
YGL161C	YDR084C	ppi
YGL161C	YDR100W	ppi
YGL161C	YDR100W	ppi
YGL161C	YER125W	ppi
YGL161C	YER125W	ppi
YGL161C	YER125W	ppi
YGL162W	YBR112C	ppi
YGL162W	YBR112C	ppi
YGL162W	YBR112C	ppi
YGL163C	YDR386W	ppi
YGL163C	YDR386W	ppi
YGL163C	YDR386W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL145W	YDR498C	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER095W	ppi
YGL163C	YER179W	ppi
YGL163C	YER179W	ppi
YGL172W	YBR017C	ppi
YGL172W	YBR017C	ppi
YGL172W	YDL116W	ppi
YGL172W	YDL116W	ppi
YGL172W	YDL116W	ppi
YGL172W	YDL116W	ppi
YGL172W	YDR335W	ppi
YGL172W	YDR335W	ppi
YGL172W	YDR465C	ppi
YGL172W	YER110C	ppi
YGL172W	YER110C	ppi
YGL172W	YER165W	ppi
YGL172W	YER165W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YFR002W	ppi
YGL172W	YGL092W	ppi
YGL172W	YGL092W	ppi
YGL173C	YBL026W	ppi
YGL173C	YBL026W	ppi
YGL173C	YCR077C	ppi
YGL173C	YCR077C	ppi
YGL173C	YCR077C	ppi
YGL173C	YCR077C	ppi
YGL173C	YCR077C	ppi
YGL173C	YCR077C	ppi
YGL173C	YDR378C	ppi
YGL173C	YDR378C	ppi
YGL173C	YDR378C	ppi
YGL173C	YDR378C	ppi
YGL173C	YDR381W	ppi
YGL173C	YDR381W	ppi
YGL173C	YEL015W	ppi
YGL173C	YEL015W	ppi
YGL173C	YEL015W	ppi
YGL173C	YER112W	ppi
YGL173C	YER112W	ppi
YGL173C	YER112W	ppi
YGL173C	YER112W	ppi
YGL173C	YER112W	ppi
YGL173C	YER146W	ppi
YGL173C	YER146W	ppi
YGL173C	YER146W	ppi
YGL173C	YER146W	ppi
YGL173C	YGL120C	ppi
YGL173C	YGL120C	ppi
YGL173C	YGL120C	ppi
YGL174W	YDL209C	ppi
YGL174W	YDL209C	ppi
YGL174W	YDL209C	ppi
YGL178W	YAL021C	ppi
YGL178W	YBL016W	ppi
YGL178W	YBL016W	ppi
YGL178W	YBL016W	ppi
YGL178W	YBR160W	ppi
YGL178W	YBR160W	ppi
YGL178W	YBR160W	ppi
YGL178W	YDL160C	ppi
YGL178W	YDL160C	ppi
YGL180W	YBL078C	ppi
YGL180W	YBL078C	ppi
YGL180W	YBL078C	ppi
YGL180W	YBL078C	ppi
YGL180W	YBL078C	ppi
YGL180W	YDL149W	ppi
YGL180W	YDL149W	ppi
YGL180W	YDR022C	ppi
YGL180W	YDR022C	ppi
YGL180W	YDR022C	ppi
YGL181W	YBL007C	ppi
YGL181W	YBL007C	ppi
YGL181W	YBR112C	ppi
YGL181W	YDR388W	ppi
YGL181W	YDR388W	ppi
YGL181W	YDR388W	ppi
YGL181W	YDR388W	ppi
YGL181W	YDR388W	ppi
YGL181W	YFR024C-A	ppi
YGL181W	YFR024C-A	ppi
YGL181W	YFR024C-A	ppi
YGL181W	YFR024C-A	ppi
YGL181W	YFR024C-A	ppi
YGL181W	YFR024C-A	ppi
YGL181W	YFR024C-A	ppi
YGL183C	YGL033W	ppi
YGL183C	YGL033W	ppi
YGL183C	YGL033W	ppi
YGL184C	YER125W	ppi
YGL184C	YER125W	ppi
YGL187C	Q0045	ppi
YGL187C	Q0045	ppi
YGL187C	YBL030C	ppi
YGL187C	YBL030C	ppi
YGL187C	YBL030C	ppi
YGL187C	YBL030C	ppi
YGL187C	YBL045C	ppi
YGL187C	YBL045C	ppi
YGL187C	YBL045C	ppi
YGL187C	YBL045C	ppi
YGL187C	YBL045C	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YAL016W	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL134C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL190C	YDL188C	ppi
YGL191W	YBL045C	ppi
YGL191W	YBL045C	ppi
YGL191W	YBL045C	ppi
YGL191W	YGL187C	ppi
YGL192W	YBR057C	ppi
YGL192W	YBR057C	ppi
YGL192W	YBR057C	ppi
YGL194C	YBR103W	ppi
YGL194C	YBR103W	ppi
YGL194C	YBR103W	ppi
YGL194C	YBR103W	ppi
YGL194C	YBR112C	ppi
YGL194C	YBR112C	ppi
YGL194C	YBR112C	ppi
YGL194C	YBR112C	ppi
YGL194C	YCR033W	ppi
YGL194C	YCR033W	ppi
YGL194C	YCR033W	ppi
YGL194C	YCR033W	ppi
YGL194C	YDR155C	ppi
YGL194C	YDR155C	ppi
YGL194C	YDR155C	ppi
YGL194C	YDR155C	ppi
YGL194C	YDR155C	ppi
YGL194C	YDR155C	ppi
YGL195W	YBR017C	ppi
YGL195W	YBR017C	ppi
YGL195W	YBR017C	ppi
YGL195W	YCR059C	ppi
YGL195W	YCR059C	ppi
YGL195W	YCR059C	ppi
YGL195W	YCR059C	ppi
YGL195W	YDR152W	ppi
YGL195W	YDR214W	ppi
YGL195W	YDR283C	ppi
YGL195W	YDR283C	ppi
YGL195W	YDR283C	ppi
YGL195W	YDR283C	ppi
YGL195W	YDR283C	ppi
YGL195W	YDR283C	ppi
YGL195W	YDR283C	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL195W	YFR009W	ppi
YGL197W	YBR225W	ppi
YGL197W	YBR225W	ppi
YGL197W	YBR225W	ppi
YGL197W	YBR225W	ppi
YGL197W	YBR225W	ppi
YGL197W	YDL047W	ppi
YGL197W	YDL047W	ppi
YGL197W	YDL047W	ppi
YGL198W	YBR264C	ppi
YGL198W	YBR264C	ppi
YGL198W	YBR264C	ppi
YGL198W	YDR084C	ppi
YGL198W	YDR084C	ppi
YGL198W	YDR084C	ppi
YGL198W	YER031C	ppi
YGL198W	YER031C	ppi
YGL198W	YER031C	ppi
YGL198W	YFL005W	ppi
YGL198W	YFL005W	ppi
YGL198W	YFL005W	ppi
YGL198W	YFL038C	ppi
YGL198W	YFL038C	ppi
YGL198W	YFL038C	ppi
YGL198W	YGL161C	ppi
YGL198W	YGL161C	ppi
YGL198W	YGL161C	ppi
YGL198W	YGL161C	ppi
YGL200C	YAL007C	ppi
YGL200C	YAL007C	ppi
YGL200C	YAL007C	ppi
YGL200C	YAL007C	ppi
YGL200C	YAL007C	ppi
YGL200C	YAL023C	ppi
YGL200C	YAL023C	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YAR002C-A	ppi
YGL200C	YDL018C	ppi
YGL200C	YDL018C	ppi
YGL200C	YDL018C	ppi
YGL201C	YBL023C	ppi
YGL201C	YBL023C	ppi
YGL201C	YBL023C	ppi
YGL201C	YBL023C	ppi
YGL201C	YBL023C	ppi
YGL201C	YBL023C	ppi
